Name,Segment,Current role,Geo,LinkedIn,Source,Why included,Conf.
Marius Lindauer,Research,Full Professor of ML and Head of Institute of AI at Leibniz University Hannover,"Hannover, Germany",https://www.linkedin.com/in/mlindauer/,https://en.wikipedia.org/wiki/Marius_Lindauer,Co-head of automl.org; ERC Starting Grant on AutoML 2022; co-author of Auto-sklearn and SMAC,High
Frank Hutter,Founder/Research,Co-founder and CEO of Prior Labs (on leave from University of Freiburg ML Lab),"Freiburg / Tübingen, Germany",https://www.linkedin.com/in/frank-hutter-9190b24b/,https://ml.informatik.uni-freiburg.de/profile/hutter/,Auto-sklearn / Auto-PyTorch author; TabPFN lead; founded the AutoML conference; 3x ERC grantee,High
Philipp Herzig,Applied Eng/Infra,CTO and Chief AI Officer at SAP SE,"Walldorf, Germany",https://de.linkedin.com/in/philipp-herzig/en,https://www.sap.com/documents/2025/01/70a3f86e-f17e-0010-bca6-c68f7e60039b.html,Drives SAP Business AI and Joule copilot platform across the SAP product suite; on SAP Executive Board,High
Bastian Nominacher,Founder/Infra,Co-CEO and Co-Founder of Celonis,"Munich, Germany",https://de.linkedin.com/in/bastian-nominacher-82ba94b8,https://www.celonis.com/insights/authors/bastian-nominacher,Co-founder of Celonis process mining and Process Intelligence platform; built decacorn EU enterprise AI software,High
Mohsen Sefati,Applied Eng,Head of AI Architecture and Capabilities at CARIAD (Volkswagen Group),"Wolfsburg, Germany",https://www.linkedin.com/in/dr-ing-mohsen-sefati-916451108/,https://cariad.technology/de/en/news/stories/AI-automotive-architecture.html,Leads AI architecture for Volkswagen Group software-defined vehicle stack; prior AD lead architect at Mercedes-Benz,Medium
Volker Fischer,Research/Eng,Senior Research Scientist at Bosch Center for AI (BCAI),"Renningen, Germany",https://www.linkedin.com/in/volker-fischer-21074a131/,https://www.bosch-ai.com/,Senior BCAI expert publishing on generalization and robustness of vision perception models for ADAS,Medium
Niklas Köhler,Founder/Infra,Co-Founder and President of Helsing,"Munich, Germany",https://de.linkedin.com/in/niklaskoehler,https://helsing.ai/company,Leads tech and engineering at Helsing (defense AI unicorn) after founding deep learning startup Hellsicht (folded into Helsing),High
Han Xiao,Founder/Infra,VP of AI at Elastic (acquired Jina AI Oct 2025); founder of Jina AI Berlin,"Berlin, Germany",https://www.linkedin.com/in/hxiao87/,https://hanxiao.io/about/,Founded Jina AI (neural search/embeddings; jina-embeddings family); creator of Fashion-MNIST benchmark,High
Benoît Sagot,Research,"Senior Researcher & Head of ALMAnaCH team, INRIA","Paris, France",https://fr.linkedin.com/in/beno%C3%AEt-sagot-4731735,https://almanach.inria.fr/people-en.html,Head of INRIA ALMAnaCH and PRAIRIE chair; led the CamemBERT French language model and OSCAR corpus,High
Rachel Bawden,Research,"Researcher (PRAIRIE fellow), INRIA","Paris, France",https://www.linkedin.com/in/rachel-bawden-8b895a81/,https://almanach.inria.fr/people-en.html,INRIA ALMAnaCH researcher on low-resource and context-aware machine translation; senior area chair at ACL,High
Chloé Clavel,Research,"Senior Researcher (Affective Computing/NLP), INRIA ALMAnaCH","Paris, France",https://www.linkedin.com/in/chlo%C3%A9-clavel-2950b148/,https://clavel.wp.imt.fr/,INRIA ALMAnaCH senior researcher (ex-Telecom Paris) on affective computing and conversational NLP,High
Marc Lelarge,Research,Researcher (INRIA/ENS — ARGO team),"Paris, France",https://www.linkedin.com/in/marc-lelarge-758aa8a/,https://www.di.ens.fr/~lelarge/,INRIA/ENS researcher leading ARGO team on graph-based deep learning; PRAIRIE-PSAI chair,High
Julien Mairal,Research,"Senior Research Scientist & Head of THOTH team, INRIA","Grenoble, France",https://www.linkedin.com/in/julien-mairal-39520811/,https://thoth.inrialpes.fr/people/mairal/,INRIA Grenoble head of THOTH team for CV & ML; ERC Consolidator grantee,Medium
Cordelia Schmid,Research/Leadership,Research Director (INRIA THOTH) & Google Research,"Grenoble, France",https://www.linkedin.com/in/cordelia-schmid-47a59a13a/,https://cordeliaschmid.github.io/,IEEE Fellow and INRIA THOTH research director; three-time Longuet-Higgins Prize winner,Medium
Alexandre Allauzen,Research,Professor PSL — Dauphine/ESPCI (MILES/LAMSADE),"Paris, France",https://www.linkedin.com/in/alexandre-allauzen-b53902a0/,https://allauzen.github.io/,Co-head of MILES team at LAMSADE Paris-Dauphine PSL; NLP and physics-informed deep learning,High
Gabriel Peyré,Research,CNRS Research Director (DMA — ENS Paris),"Paris, France",https://www.linkedin.com/in/gabriel-peyr%C3%A9-04bbb730/,https://www.cnrs.fr/fr/personne/gabriel-peyre,CNRS Silver Medal for numerical optimal transport applied to neural network training,Medium
Patrick Gallinari,Research,Distinguished Researcher (Criteo AI Lab) & Professor (Sorbonne),"Paris, France",https://www.linkedin.com/in/patrick-gallinari-88b43b6/,https://ailab.criteo.com/research-team/,Sorbonne MLIA founder and Criteo AI Lab distinguished researcher; physics-aware ML for dynamic systems,High
Liva Ralaivola,Research/Leadership,"Director of AI Research, Criteo AI Lab","Paris, France",https://www.linkedin.com/in/livaralaivola/,https://ailab.criteo.com/research-team/,"Director of AI Research at Criteo AI Lab Paris on recommendation, bandits and causal inference",Medium
Nadia Chirkova,Research,"Research Scientist (NLP), Naver Labs Europe","Grenoble, France",https://www.linkedin.com/in/nadiinchi/,https://europe.naverlabs.com/people_user/nadia-chirkova/,Naver Labs Europe NLP scientist on retrieval-augmented generation (Provence); ALPS 2026 co-organizer,High
Jean-Philippe Vert,Founder/Research,Chief R&D Officer (Owkin) & CEO Bioptimus,"Paris, France",https://www.linkedin.com/in/djipay/,https://www.owkin.com/newsfeed/owkin-appoints-data-science-pioneer-jean-philippe-vert-as-chief-research-and-development-officer,Owkin CR&DO and Bioptimus co-founder/CEO building biology foundation models; ex-Google Brain Paris,High
Edouard Grave,Founder/Research,"Chief Language Officer, Kyutai","Paris, France",https://www.linkedin.com/in/edouard-grave-63099823/,https://kyutai.org/team,Kyutai Chief Language Officer; ex-FAIR core contributor to fastText and Llama-era language modeling,High
Alexandre Défossez,Research,"Head of Audio Research, Kyutai","Paris, France",https://www.linkedin.com/in/alexandre-d%C3%A9fossez-b099ba7b/,https://www.ai-pulse.eu/speakers/alexandre-defossez,Kyutai Head of Audio Research; ex-FAIR Paris lead on EnCodec/MusicGen/AudioCraft and Moshi,High
Eliot Andres,Founder/Infra,"Co-founder & CTO, Photoroom","Paris, France",https://www.linkedin.com/in/eliotandres/,https://wellfound.com/company/photoroom/people,Photoroom co-founder/CTO; runs ~10-person ML team training billion-parameter diffusion models for product imagery,High
Stanislas Polu,Founder/Research,"Co-founder & Engineer, Dust.tt","Paris, France",https://www.linkedin.com/in/spolu/,https://sequoiacap.com/podcast/training-data-dust/,Dust.tt co-founder building enterprise AI agents; ex-OpenAI research on mathematical reasoning (GPT-f),High
Alex Combessie,Founder/Infra,"Co-founder & CEO, Giskard","Paris, France",https://www.linkedin.com/in/alexcombessie/,https://www.giskard.ai/about,Giskard CEO/co-founder; open-source LLM red-teaming and AI testing platform used by 2/3 of French banks,High
David Duvenaud,Research,"Associate Professor, CS & Statistics, U of Toronto; CIFAR AI Chair; Vector Institute","Toronto, Canada",https://ca.linkedin.com/in/david-duvenaud-86940438,https://vectorinstitute.ai/team/david-duvenaud/,Co-author of Neural ODEs; runs Toronto generative-models / AGI-safety group at U of T and Vector,High
Roger Grosse,Research,"Associate Professor, CS, U of Toronto; Schwartz Reisman Chair; Vector Institute founding member; Anthropic alignment","Toronto, Canada",https://www.linkedin.com/in/roger-grosse-2a1b2924/,https://vectorinstitute.ai/team/roger-grosse/,Founding Vector faculty on neural net training dynamics and influence functions for alignment,Medium
Nicolas Papernot,Research,"Associate Professor, ECE/CS/Law, U of Toronto; CIFAR AI Chair; Vector; 2025 Steacie Prize","Toronto, Canada",https://ca.linkedin.com/in/nicolaspapernot/en,https://vectorinstitute.ai/team/nicolas-papernot/,2025 Steacie Prize winner; pioneered black-box adversarial attacks and PATE for differential privacy in ML,High
Bo Wang,Research,"Assistant Professor (CS & LMP), U of Toronto; Chief AI Scientist, UHN; Vector; CIFAR AI Chair","Toronto, Canada",https://ca.linkedin.com/in/bo-wang-a6065240,https://vectorinstitute.ai/team/bo-wang/,Built scGPT single-cell foundation model (Nature Methods); leads UHN clinical AI program,High
Wenhu Chen,Research,"Assistant Professor, Cheriton CS, U Waterloo; Vector; CIFAR AI Chair","Waterloo, Canada",https://ca.linkedin.com/in/wenhu-chen-ab59317b,https://vectorinstitute.ai/wenhu-chen-a-leader-in-natural-language-processing-is-vectors-newest-faculty-member/,NLP/multimodal-reasoning Vector faculty (ex-Google Research); Waterloo Golden Jubilee Research Excellence Award 2025,High
Xiaoxiao Li,Research,"Associate Professor, ECE, UBC; Canada Research Chair Tier II (Responsible AI); Vector","Vancouver, Canada",https://www.linkedin.com/in/xiaoxiao-li-08092382/,https://vectorinstitute.ai/team/xiaoxiao-li/,Leads UBC TEA Group on trustworthy / federated learning in healthcare,High
Leonid Sigal,Research,"Associate Professor, CS, UBC; Canada Research Chair II; Vector CIFAR AI Chair","Vancouver, Canada",https://www.linkedin.com/in/leonid-sigal-23723037/,https://vectorinstitute.ai/team/leonid-sigal/,UBC computer-vision lead with Vector cross-appointment (ex Disney Research / CMU adjunct),High
Pascal Poupart,Research,"Professor, Cheriton CS, U Waterloo; CIFAR AI Chair; Vector Institute","Waterloo, Canada",https://www.linkedin.com/in/pascal-poupart-0b384b89/,https://vectorinstitute.ai/team/pascal-poupart/,Long-standing Waterloo RL/NLP professor and Vector faculty,High
Jimmy Lin,Research,"Professor & David R. Cheriton Chair, Cheriton CS, U Waterloo; 2022 ACM Fellow; 2024 ACL Fellow","Waterloo, Canada",https://ca.linkedin.com/in/lintool,https://cs.uwaterloo.ca/news/jimmy-lin-named-2022-acm-fellow,Co-director Waterloo Data and AI Institute; Anserini/Pyserini retrieval-NLP author,High
Csaba Szepesvári,Research/Leadership,"Professor, Computing Science, U of Alberta (Amii); Senior Staff Research Scientist & Foundations lead, Google DeepMind Edmonton","Edmonton, Canada",https://ca.linkedin.com/in/csaba-szepesvari-09376b1,https://www.amii.ca/people/csaba-szepesvari,Co-author of canonical RL bandits textbook; leads DeepMind Edmonton Foundations team,High
Doina Precup,Research/Leadership,"Associate Professor, McGill; Research Director & co-founder, Google DeepMind Montreal; RSC Fellow","Montreal, Canada",https://ca.linkedin.com/in/doina-precup-1ba61314,https://rl.cs.mcgill.ca/people/doina-precup/,Runs DeepMind Montreal lab and McGill RL group; hierarchical-RL / options framework figure,High
Christopher Pal,Research,"Full Professor, Polytechnique Montréal; adjunct UdeM DIRO; CIFAR AI Chair","Montreal, Canada",https://ca.linkedin.com/in/chris-pal-9b8622119,https://cifar.ca/bios/christopher-pal/,Long-time Mila-affiliated faculty at Polytechnique Montréal on deep generative models and ML for code,High
David Adelani,Research,"Assistant Professor, School of CS, McGill University; Core Academic Member, Mila; CIFAR AI Chair","Montreal, Canada",https://www.linkedin.com/in/david-ifeoluwa-adelani-7557b337/,https://dadelani.github.io/,McGill NLP faculty for low-resource (African + Indigenous) languages; Masakhane director,High
Maksims Volkovs,Applied Eng/Infra,"SVP & Chief AI Scientist, TD Bank Group; co-founder, Layer 6 AI","Toronto, Canada",https://ca.linkedin.com/in/maksimsvolkovs,https://layer6.ai/,Co-founded Layer 6 (acq. TD 2018); three-time ACM RecSys Challenge winner,High
Jesse Cresswell,Applied Eng,"Staff ML Scientist & Lead, Trustworthy AI, Layer 6 / TD Bank Group","Toronto, Canada",https://www.linkedin.com/in/jesse-cresswell/,https://stories.td.com/ca/en/article/layer-6-trustworthy-ai-td,Heads Trustworthy AI research at Layer 6/TD; DataIQ Best Responsible AI Program winner,High
Greg Mori,Research/Leadership,"VP & RBC Fellow, AI Research and Innovation, RBC Borealis; Adjunct Professor, SFU","Vancouver, Canada",https://ca.linkedin.com/in/greg-mori-5445b36,https://rbcborealis.com/team-member/prof-greg-mori/,Leads RBC Borealis research org; long-time SFU computer-vision professor,High
Patrick Surry,Applied Eng,"Chief Data Scientist, Hopper (travel-tech)","Montreal, Canada",https://www.linkedin.com/in/patricksurry/,https://www.builtinboston.com/articles/spotlight-working-at-hopper-engineering-data,"Leads data science at Hopper, running flight-price prediction at ~1T price points/month",Medium
Ljubisa Bajic,Founder/Infra,"Founder & CEO, Taalas (Toronto AI ASIC); co-founder & ex-CEO/CTO, Tenstorrent","Toronto, Canada",https://ca.linkedin.com/in/ljubisa-bajic-1b3608,https://betakit.com/tenstorrent-founder-reveals-new-ai-chip-startup-taalas-with-50-million-in-funding/,"Co-founded Toronto AI-chip unicorn Tenstorrent (2016) and leads Taalas (US$50M seed, 2024)",High
Pau Rodriguez,Research,Research Scientist at Apple Machine Learning Research,"Barcelona, Spain",https://es.linkedin.com/in/pau-rodriguez-lopez-5786a154,https://machinelearning.apple.com/research/deeppcr,Co-author of Apple DeepPCR (NeurIPS 2023) parallelizing sequential ops in neural nets and LinEAS activation-steering paper,High
Arno Blaas,Research,Machine Learning Researcher at Apple MLR,"Barcelona, Spain",https://www.linkedin.com/in/arno-blaas-18725380/,https://scholar.google.com/citations?user=xMCznYUAAAAJ&hl=en,Apple MLR researcher on robust ML / AI safety; co-organized ICBINB workshop at ICLR 2025; co-author LinEAS,High
Luca Zappella,Research/Leadership,Machine Learning Research Manager at Apple,"Barcelona, Spain",https://www.linkedin.com/in/zappella/,https://scholar.google.com/citations?user=bmh6mxAAAAAJ&hl=en,Manages Apple MLR team behind tri-modal masked diffusion (text/image/speech) and Apple Scholars in AIML program,High
Ahmed Awadallah,Research/Leadership,Senior Principal Research Manager at Microsoft Research AI Frontiers,"Redmond, WA",https://www.linkedin.com/in/ahmed-awadallah-a355a27/,https://www.microsoft.com/en-us/research/people/hassanam/,Leads MSR AI Frontiers work on AutoGen multi-agent framework and Orca/Phi training pipelines,High
Arash Vahdat,Research/Leadership,Research Director GenAIR at NVIDIA Research,"Santa Clara, CA",https://www.linkedin.com/in/arash-vahdat/,https://research.nvidia.com/person/arash-vahdat,Leads NVIDIA Fundamental Generative AI Research; behind CorrDiff weather superresolution model,High
Ming-Yu Liu,Research/Leadership,VP of Research at NVIDIA (Cosmos Lab),"Santa Clara, CA",https://www.linkedin.com/in/mingyuliu,https://research.nvidia.com/person/ming-yu-liu,Leads NVIDIA Cosmos world-foundation-models lab; behind GauGAN/Maxine and Deep Imagination group,High
Sanja Fidler,Research/Leadership,VP of AI Research at NVIDIA (Toronto Spatial Intelligence Lab),"Toronto, Canada",https://ca.linkedin.com/in/sanja-fidler-2846a1a,https://research.nvidia.com/person/sanja-fidler,Leads NVIDIA Toronto AI Lab on 3D vision / robotics simulation; co-founded Vector Institute,High
Bryan Catanzaro,Research/Leadership,VP Applied Deep Learning Research at NVIDIA,"Santa Clara, CA",https://www.linkedin.com/in/bryancatanzaro/,https://ctnzr.io/,"Leads NVIDIA Applied DL Research; behind cuDNN, DLSS 2.0 and the Nemotron open-model line",High
Silvio Savarese,Research/Leadership,EVP & Chief Scientist at Salesforce Research,"Palo Alto, CA",https://www.linkedin.com/in/silvio-savarese-97b76114/,https://www.salesforceairesearch.com/about,Leads Salesforce Research; behind CodeGen open-source LLM and Agentforce agent platform; TIME 100 AI 2024,High
Doyen Sahoo,Research/Leadership,Director AI Research at Salesforce,Singapore,https://www.linkedin.com/in/doyensahoo/,https://scholar.google.com.sg/citations?user=A61jJD4AAAAJ&hl=en,Leads Salesforce time-series foundation model work (Moirai/LOTSA) from Singapore lab,High
Richard Zhang,Research,Senior Research Scientist II at Adobe Research,"San Francisco, CA",https://www.linkedin.com/in/richard-zhang-ai,https://research.adobe.com/person/richard-zhang/,MIT Tech Review Innovators Under 35 (2023) for generative AI; LPIPS perceptual metric and Photoshop Neural Filters,High
Deepali Aneja,Applied Research,Research Engineer at Adobe Research,"Seattle, WA",https://www.linkedin.com/in/deepalianeja/,https://research.adobe.com/person/deepali-aneja/,Emmy-winning Character Animator team; real-time lip-sync ML for animated characters,High
Prem Seetharaman,Research,Senior Research Scientist at Adobe Research Audio AI Lab,"San Francisco, CA",https://www.linkedin.com/in/prem-seetharaman-2330a01a2,https://research.adobe.com/person/prem-seetharaman/,Audio AI Lab generative-audio lead; co-author of AudioChat and Premiere Pro Generative Extend,High
Murray Campbell,Research,Distinguished Research Scientist at IBM Research AI Foundations,"Yorktown Heights, NY",https://www.linkedin.com/in/murray-campbell-5b42a75/,https://research.ibm.com/people/murray-campbell,Deep Blue team member (1997); current research on AI capability evaluation and neuro-symbolic AI,High
Kaoutar El Maghraoui,Research,Principal Research Scientist at IBM Research AI Hardware Center,"Yorktown Heights, NY",https://www.linkedin.com/in/kaoutar-el-maghraoui/,https://research.ibm.com/people/kaoutar-el-maghraoui,Leads End-Use experimental AI testbed of IBM AI Hardware Center; AIU Spyre software ecosystem,High
Issei Yoshida,Research/Leadership,Senior Research Scientist & Manager at IBM Research Tokyo,"Tokyo, Japan",https://www.linkedin.com/in/issei-yoshida/,https://research.ibm.com/labs/japan,Manages Knowledge Infrastructure / AI text-analytics program at IBM Research Tokyo,High
Perouz Taslakian,Research,AI Research Scientist & Research Lead at ServiceNow Research,"Montreal, Canada",https://www.linkedin.com/in/perouz/,https://www.servicenow.com/research/author/perouz-taslakian.html,Leads ServiceNow Enterprise Reliability Program (ex-Element AI); causality + multimodal research at NeurIPS/ICLR,High
Sai Rajeswar,Research,Staff Research Scientist at ServiceNow Research,"Montreal, Canada",https://www.linkedin.com/in/sairajeswar/,https://sairajeswar.com/,Lead author of GroundCUA (ICLR 2026) computer-use-agent benchmark — 160K+ HF downloads,High
Sergey Tulyakov,Research/Leadership,Director of Research at Snap Inc. Creative Vision team,"Santa Monica, CA",https://www.linkedin.com/in/sergeytulyakov/,https://research.snap.com/team_members/sergey-tulyakov.html,Leads Snap Research Creative Vision team behind SnapFusion on-device text-to-image (under 2s on mobile),High
Mounia Lalmas,Research/Leadership,Senior Director of Research / Head of Tech Research at Spotify,"London, UK",https://uk.linkedin.com/in/mounialalmas,https://research.atspotify.com/2020/09/mounia-lalmas-roelleke,Leads Spotify Tech Research org globally; UCL honorary professor; GenAI for retrieval and recommendation,High
Justin Basilico,Research/Eng,Research & Engineering Director Personalization Algorithms at Netflix,"Los Gatos, CA",https://www.linkedin.com/in/jbasilico/,https://research.netflix.com/,Leads Netflix recommendation algorithms research; chaired LERI@RecSys 2023,High
Anju Kambadur,Research/Leadership,Head of AI Engineering at Bloomberg,"New York, NY",https://www.linkedin.com/in/anju-kambadur-48aa78162/,https://www.bloomberg.com/company/stories/meet-the-team-artificial-intelligence-ai-engineering/,Leads Bloomberg 350+ AI engineering team behind BloombergGPT and AskB Terminal AI assistant,High
Amanda Stent,Research/Leadership,Head of AI Strategy & Research (Office of the CTO) at Bloomberg,"New York, NY",https://uk.linkedin.com/in/amandastent,https://amandastent.net/,Heads Bloomberg AI Strategy & Research; ex-NLP Architect; 100+ NLP papers and 30+ patents,High
Marius Hobbhahn,Founder/Research,"CEO & Co-founder, Apollo Research","London, UK",https://www.linkedin.com/in/marius-hobbhahn-128927175/,https://www.apolloresearch.ai/team/,Co-founded Apollo (2023); led Frontier Models are Capable of In-context Scheming paper; TIME 100 AI 2025,High
Ryan Greenblatt,Research/Safety,"Chief Scientist, Redwood Research","Berkeley, CA",https://www.linkedin.com/in/ryan-greenblatt-4b9907134,https://blog.redwoodresearch.org/p/how-will-we-update-about-scheming,Lead author with Anthropic on Alignment Faking in LLMs (Dec 2024); core researcher on AI control protocols,High
Buck Shlegeris,Research/Leadership,"CEO, Redwood Research","Berkeley, CA",https://www.linkedin.com/in/buck-shlegeris-a2b89386,https://www.redwoodresearch.org/,Introduced AI Control research agenda (ICML AI Control: Improving Risk Despite Intentional Subversion),High
Evan Hubinger,Research/Safety,"Head of Alignment Stress-Testing, Anthropic","San Francisco, CA",https://www.linkedin.com/in/ehubinger/,https://www.alignmentforum.org/users/evhub,Leads alignment stress-testing; senior author on Sleeper Agents (2024) and Alignment Faking papers,High
Ethan Perez,Research/Safety,"Research Lead, Anthropic","San Francisco, CA",https://www.linkedin.com/in/ethanjperez/,https://ethanperez.net/,Leads AI control & adversarial robustness at Anthropic; first author Red Teaming LMs with LMs (2022),High
Trenton Bricken,Research,"Member of Technical Staff (Interpretability), Anthropic","San Francisco, CA",https://www.linkedin.com/in/trenton-bricken-7766b1a3,https://www.trentonbricken.com/,Co-author Towards Monosemanticity and Scaling Monosemanticity sparse-autoencoder work,Medium
Adam Jermyn,Research,"Member of Technical Staff (Interpretability), Anthropic","San Francisco, CA",https://www.linkedin.com/in/adam-jermyn-8499a2104,https://adamjermyn.com/,Anthropic interpretability; co-author dictionary-learning Towards Monosemanticity and Conditioning Predictive Models,High
Emmanuel Ameisen,Research,"Research Engineer (Interpretability), Anthropic","San Francisco, CA",https://www.linkedin.com/in/ameisen,https://transformer-circuits.pub/2025/attribution-graphs/biology.html,Co-author Circuit Tracing and On the Biology of a Large Language Model (Anthropic 2025),High
Beth Barnes,Founder/Research,"Founder & CEO, METR","Berkeley, CA",https://www.linkedin.com/in/elizabethmbarnes/,https://metr.org/team/beth-barnes/,Founded METR (ex-ARC Evals); pre-deployment evals for GPT-4/4o/o3 and Claude; TIME 100 AI 2024,High
Lee Sharkey,Research/Safety,"Interpretability Researcher, Goodfire (ex-Apollo)","London, UK",https://uk.linkedin.com/in/lee-sharkey,https://arxiv.org/pdf/2501.16496,Co-founded Apollo Research; first author Open Problems in Mechanistic Interpretability,Medium
Mikita Balesni,Research/Safety,"Member of Technical Staff, OpenAI (ex-Apollo founding)","London, UK",https://www.linkedin.com/in/mbalesni/,https://mikitabalesni.com/,Apollo founding researcher on scheming/situational awareness; OpenAI x Apollo Preventing Models from Scheming,High
Jérémy Scheurer,Research,"Research Scientist, Apollo Research","London, UK",https://www.linkedin.com/in/j%C3%A9r%C3%A9my-scheurer-927563b0/,https://www.apolloresearch.ai/science/an-opinionated-evals-reading-list/,Apollo evals team; co-author We Need a Science of Evals with Hobbhahn,High
Bronson Schoen,Research,"Senior Research Engineer, Apollo Research","San Francisco, CA",https://www.linkedin.com/in/bronsonschoen/,https://alignment.openai.com/metagaming/,Apollo x OpenAI collaboration on Stress Testing Deliberative Alignment for Anti-Scheming Training,High
Connor Leahy,Founder/Research,"CEO & Co-founder, Conjecture","London, UK",https://uk.linkedin.com/in/connor-j-leahy,https://www.conjecture.dev/about,Co-founded EleutherAI then Conjecture (2022); UK House of Lords AI testimony,High
Neel Nanda,Research/Leadership,"Senior Research Scientist & Mech Interp Team Lead, Google DeepMind","London, UK",https://www.linkedin.com/in/neel-nanda-995813133/,https://www.neelnanda.io/about,Founding figure of mechanistic interpretability; runs DeepMind mech-interp team,High
Victoria Krakovna,Research/Safety,"Research Scientist (AGI Safety), Google DeepMind","London, UK",https://www.linkedin.com/in/vkrakovna/,https://vkrakovna.wordpress.com/research/,DeepMind AGI safety since 2016; FLI co-founder; lead on Specification Gaming taxonomy,High
Lewis Ho,Research/Safety,"Research Scientist (AGI Strategy & Safety), Google DeepMind","London, UK",https://www.linkedin.com/in/lewis-ho-a74380178/,https://deepmindsafetyresearch.medium.com/evaluating-and-monitoring-for-ai-scheming-d3448219a967,DeepMind AGI Strategy team; co-author Evaluating & Monitoring for AI Scheming,High
Geoffrey Irving,Research/Leadership,"Chief Scientist, UK AI Security Institute","London, UK",https://uk.linkedin.com/in/geoffrey-irving,https://www.aisi.gov.uk/people/geoffrey-irving,Chief Scientist at UK AISI; ex-OpenAI Reflection team & DeepMind Scalable Alignment; AI Safety via Debate author,High
Jade Leung,Research/Leadership,"CTO, UK AI Security Institute","London, UK",https://uk.linkedin.com/in/jade-leung,https://www.aisi.gov.uk/people/jade-leung,CTO of UK AISI; UK PM AI advisor; ex-OpenAI Governance lead; GovAI co-founder,High
Yarin Gal,Research/Leadership,"Professor, Oxford & Research Director, UK AISI","Oxford, UK",https://uk.linkedin.com/in/yarin-gal-0251b4ab,https://www.aisi.gov.uk/people/yarin-gal,Oxford OATML head; founded UK AISI Safeguards team; Bayesian deep-learning / Turing AI Fellow,High
Owain Evans,Founder/Research,"Director, Truthful AI; Affiliate, CHAI Berkeley","Berkeley, CA",https://www.linkedin.com/in/owain-evans-78b210133/,https://owainevans.github.io/,Author TruthfulQA and 2025 Emergent Misalignment paper; runs Truthful AI nonprofit,High
Mantas Mazeika,Research,"Research Scientist, Center for AI Safety","San Francisco, CA",https://www.linkedin.com/in/mmazeika/,https://safe.ai/work/research,CAIS scientist; lead author Tamper-Resistant Safeguards for Open-Weight LLMs and HarmBench,High
Robert Long,Founder/Research,"Executive Director, Eleos AI","San Francisco, CA",https://www.linkedin.com/in/robert-long-philosophy/,https://eleosai.org/team/,Heads Eleos AI research nonprofit on AI welfare/consciousness; co-author Taking AI Welfare Seriously (2024),Medium
Rosie Campbell,Applied Research,"Managing Director, Eleos AI Research","San Francisco, CA",https://www.linkedin.com/in/rosiecampbell/,https://eleosai.org/team/,Ex-OpenAI Policy Frontiers lead; ex-CHAI Berkeley Assistant Director; runs Eleos operations & policy,High
Markus Anderljung,Research/Leadership,"Director of Policy & Research, Centre for the Governance of AI","Oxford, UK",https://uk.linkedin.com/in/markus-anderljung-21369974,https://www.governance.ai/team/markus-anderljung,Heads GovAI Oxford policy research; Vice-Chair drafting EU GPAI Code of Practice,High
Helen Toner,Research/Leadership,"Interim Executive Director, Georgetown CSET","Washington, DC",https://www.linkedin.com/in/helen-toner-4162439a/,https://cset.georgetown.edu/staff/helen-toner/,Heads CSET (Sept 2025); ex-OpenAI board director; Senate testimony on frontier AI risks,High
Dylan Hadfield-Menell,Research/Leadership,"Associate Professor, MIT EECS (Algorithmic Alignment Group)","Cambridge, MA",https://www.linkedin.com/in/dylan-hadfield-menell-a5055019/,https://algorithmicalignment.csail.mit.edu/team/,Runs MIT Algorithmic Alignment Group at CSAIL; Cooperative Inverse Reinforcement Learning co-author,High
Florian Tramèr,Research,"Assistant Professor, ETH Zurich (SPY Lab lead)","Zurich, Switzerland",https://www.linkedin.com/in/floriantramer/,https://spylab.ai/,ETH Secure & Private AI lab; adversarial-ML / LLM extraction & jailbreak research,High
Javier Rando,Research,"AI Security Researcher, Anthropic","San Francisco, CA",https://www.linkedin.com/in/javier-rando/,https://javirando.com/,ETH PhD with Tramèr now at Anthropic safety; red-teaming frontier LLMs,High
Ed Beeching,Research,"Research Scientist, Hugging Face","Lyon, France",https://www.linkedin.com/in/ed-beeching-3553b468/,https://edbeeching.github.io/,Built Open LLM Leaderboard; co-author Zephyr-7B; DPO/IPO/KTO alignment-handbook,High
Jaime Sevilla,Founder/Research,"Director, Epoch AI","Madrid, Spain",https://es.linkedin.com/in/jaime-sevilla-9ba011256,https://epoch.ai/about/team/jaime-sevilla,Founded Epoch AI (2022) tracking compute trends across ML eras; UK AISI forecasting input,High
Tan Zhi Xuan,Research,"Assistant Professor, NUS Computer Science & A*STAR IHPC",Singapore,https://sg.linkedin.com/in/tanzhixuan,https://ztangent.github.io/,MIT alum (Tenenbaum/Mansinghka); Beyond Preferences in AI Alignment (NeurIPS 2024),Medium
Usman Anwar,Research,"PhD candidate, University of Cambridge (KASL)","Cambridge, UK",https://www.linkedin.com/in/uzman-anwar/,https://uzman-anwar.github.io/,Krueger advisee; first author Foundational Challenges in Assuring Alignment and Safety of LLMs (TMLR 2024),High
Lauro Langosco,Research/Safety,"AI Safety Unit Lead, European Commission AI Office","Brussels, Belgium",https://be.linkedin.com/in/laurolangosco,https://www.laurolangosco.com/,Set up EU AI Office Safety Unit; Krueger Cambridge PhD on alignment failures,High
